,id,file_analyzed,size_category,original_file_name,dir_name,exec_time,result,Correct,trip _start,trip_end,routes
28,27,tickets/sasairlines/im_small/sasairTicket2.jpeg,small,sasairTicket2.jpeg,tickets/sasairlines,10.648532152175903,200,Yes,-1,-1,"[[694.6465023882131, ['Amsterdam Airport Schiphol', 'Oslo Gardermoen Airport']], [3868.989096819365, ['Amsterdam Airport Schiphol', 'Entebbe International Airport']], [5010.669144709507, ['Amsterdam Airport Schiphol', 'Robert L. Bradshaw International Airport']], [7295.542512712591, ['Amsterdam Airport Schiphol', 'Guangzhou Baiyun International Airport']], [4661.483192118249, ['Amsterdam Airport Schiphol', 'Pinto Martins International Airport']], [5795.993320306481, ['Amsterdam Airport Schiphol', 'Clarence A. Bain Airport']], [4074.591006635041, ['Oslo Gardermoen Airport', 'Entebbe International Airport']], [5588.423534497693, ['Oslo Gardermoen Airport', 'Robert L. Bradshaw International Airport']], [6750.291511492187, ['Oslo Gardermoen Airport', 'Guangzhou Baiyun International Airport']], [5352.776907288574, ['Oslo Gardermoen Airport', 'Pinto Martins International Airport']], [6291.915764586874, ['Oslo Gardermoen Airport', 'Clarence A. Bain Airport']], [6644.447498482886, ['Entebbe International Airport', 'Robert L. Bradshaw International Airport']], [5476.705556939784, ['Entebbe International Airport', 'Guangzhou Baiyun International Airport']], [4910.115718734218, ['Entebbe International Airport', 'Pinto Martins International Airport']], [7676.278196792139, ['Entebbe International Airport', 'Clarence A. Bain Airport']], [12108.611231884815, ['Robert L. Bradshaw International Airport', 'Guangzhou Baiyun International Airport']], [1889.778953774625, ['Robert L. Bradshaw International Airport', 'Pinto Martins International Airport']], [1045.0835471493936, ['Robert L. Bradshaw International Airport', 'Clarence A. Bain Airport']], [10221.180913366841, ['Guangzhou Baiyun International Airport', 'Pinto Martins International Airport']], [11677.702831937102, ['Guangzhou Baiyun International Airport', 'Clarence A. Bain Airport']], [0.0, ['Pinto Martins International Airport', 'Pinto Martins International Airport']], [2825.904413801137, ['Pinto Martins International Airport', 'Clarence A. Bain Airport']], [2825.904413801137, ['Clarence A. Bain Airport', 'Pinto Martins International Airport']], [0.0, ['Clarence A. Bain Airport', 'Clarence A. Bain Airport']]]"
29,28,tickets/sasairlines/im_medium/sasairTicket2.jpeg,medium,sasairTicket2.jpeg,tickets/sasairlines,11.157373905181885,200,Yes,-1,-1,"[[694.6465023882131, ['Amsterdam Airport Schiphol', 'Oslo Gardermoen Airport']], [3868.989096819365, ['Amsterdam Airport Schiphol', 'Entebbe International Airport']], [5010.669144709507, ['Amsterdam Airport Schiphol', 'Robert L. Bradshaw International Airport']], [7295.542512712591, ['Amsterdam Airport Schiphol', 'Guangzhou Baiyun International Airport']], [4661.483192118249, ['Amsterdam Airport Schiphol', 'Pinto Martins International Airport']], [5795.993320306481, ['Amsterdam Airport Schiphol', 'Clarence A. Bain Airport']], [4074.591006635041, ['Oslo Gardermoen Airport', 'Entebbe International Airport']], [5588.423534497693, ['Oslo Gardermoen Airport', 'Robert L. Bradshaw International Airport']], [6750.291511492187, ['Oslo Gardermoen Airport', 'Guangzhou Baiyun International Airport']], [5352.776907288574, ['Oslo Gardermoen Airport', 'Pinto Martins International Airport']], [6291.915764586874, ['Oslo Gardermoen Airport', 'Clarence A. Bain Airport']], [6644.447498482886, ['Entebbe International Airport', 'Robert L. Bradshaw International Airport']], [5476.705556939784, ['Entebbe International Airport', 'Guangzhou Baiyun International Airport']], [4910.115718734218, ['Entebbe International Airport', 'Pinto Martins International Airport']], [7676.278196792139, ['Entebbe International Airport', 'Clarence A. Bain Airport']], [12108.611231884815, ['Robert L. Bradshaw International Airport', 'Guangzhou Baiyun International Airport']], [1889.778953774625, ['Robert L. Bradshaw International Airport', 'Pinto Martins International Airport']], [1045.0835471493936, ['Robert L. Bradshaw International Airport', 'Clarence A. Bain Airport']], [10221.180913366841, ['Guangzhou Baiyun International Airport', 'Pinto Martins International Airport']], [11677.702831937102, ['Guangzhou Baiyun International Airport', 'Clarence A. Bain Airport']], [0.0, ['Pinto Martins International Airport', 'Pinto Martins International Airport']], [2825.904413801137, ['Pinto Martins International Airport', 'Clarence A. Bain Airport']], [2825.904413801137, ['Clarence A. Bain Airport', 'Pinto Martins International Airport']], [0.0, ['Clarence A. Bain Airport', 'Clarence A. Bain Airport']]]"
30,29,tickets/sasairlines/im_big/sasairTicket2.jpeg,big,sasairTicket2.jpeg,tickets/sasairlines,10.654463291168213,200,Yes,-1,-1,"[[694.6465023882131, ['Amsterdam Airport Schiphol', 'Oslo Gardermoen Airport']], [3868.989096819365, ['Amsterdam Airport Schiphol', 'Entebbe International Airport']], [5010.669144709507, ['Amsterdam Airport Schiphol', 'Robert L. Bradshaw International Airport']], [7295.542512712591, ['Amsterdam Airport Schiphol', 'Guangzhou Baiyun International Airport']], [4661.483192118249, ['Amsterdam Airport Schiphol', 'Pinto Martins International Airport']], [5795.993320306481, ['Amsterdam Airport Schiphol', 'Clarence A. Bain Airport']], [4074.591006635041, ['Oslo Gardermoen Airport', 'Entebbe International Airport']], [5588.423534497693, ['Oslo Gardermoen Airport', 'Robert L. Bradshaw International Airport']], [6750.291511492187, ['Oslo Gardermoen Airport', 'Guangzhou Baiyun International Airport']], [5352.776907288574, ['Oslo Gardermoen Airport', 'Pinto Martins International Airport']], [6291.915764586874, ['Oslo Gardermoen Airport', 'Clarence A. Bain Airport']], [6644.447498482886, ['Entebbe International Airport', 'Robert L. Bradshaw International Airport']], [5476.705556939784, ['Entebbe International Airport', 'Guangzhou Baiyun International Airport']], [4910.115718734218, ['Entebbe International Airport', 'Pinto Martins International Airport']], [7676.278196792139, ['Entebbe International Airport', 'Clarence A. Bain Airport']], [12108.611231884815, ['Robert L. Bradshaw International Airport', 'Guangzhou Baiyun International Airport']], [1889.778953774625, ['Robert L. Bradshaw International Airport', 'Pinto Martins International Airport']], [1045.0835471493936, ['Robert L. Bradshaw International Airport', 'Clarence A. Bain Airport']], [10221.180913366841, ['Guangzhou Baiyun International Airport', 'Pinto Martins International Airport']], [11677.702831937102, ['Guangzhou Baiyun International Airport', 'Clarence A. Bain Airport']], [0.0, ['Pinto Martins International Airport', 'Pinto Martins International Airport']], [2825.904413801137, ['Pinto Martins International Airport', 'Clarence A. Bain Airport']], [2825.904413801137, ['Clarence A. Bain Airport', 'Pinto Martins International Airport']], [0.0, ['Clarence A. Bain Airport', 'Clarence A. Bain Airport']]]"
31,30,tickets/qatarairways/im_small/qatarairTicket.jpeg,small,qatarairTicket.jpeg,tickets/qatarairways,9.107955932617188,400,No,,,[]
32,31,tickets/qatarairways/im_medium/qatarairTicket.jpeg,medium,qatarairTicket.jpeg,tickets/qatarairways,9.325692176818848,200,No,-1,-1,"[[425.7621936794146, ['Decatur Airport', 'Anderson Regional Airport']], [3204.4294663813994, ['Decatur Airport', 'Senador PetrÃ´nio Portela Airport']], [10392.850767749142, ['Decatur Airport', 'Loakan Airport']], [3499.6115428073126, ['Decatur Airport', 'Pinto Martins International Airport']], [8011.999840017399, ['Decatur Airport', 'Kos Airport']], [775.6877340337072, ['Decatur Airport', 'Clarence A. Bain Airport']], [1538.8562626440669, ['Decatur Airport', 'Antonio Nery Juarbe Pol Airport']], [10902.020306669761, ['Decatur Airport', 'Guangzhou Baiyun International Airport']], [10665.717550866164, ['Decatur Airport', 'Perth International Airport']], [83.57432889109484, ['Decatur Airport', 'Jackson-Medgar Wiley Evers International Airport']], [5.899012088775635e-05, ['Anderson Regional Airport', 'Anderson Regional Airport']], [2884.929146007446, ['Anderson Regional Airport', 'Senador PetrÃ´nio Portela Airport']], [10793.156864047394, ['Anderson Regional Airport', 'Loakan Airport']], [3171.6834127037946, ['Anderson Regional Airport', 'Pinto Martins International Airport']], [7586.913163431747, ['Anderson Regional Airport', 'Kos Airport']], [366.0308435880946, ['Anderson Regional Airport', 'Clarence A. Bain Airport']], [1135.564710828889, ['Anderson Regional Airport', 'Antonio Nery Juarbe Pol Airport']], [11317.331355154805, ['Anderson Regional Airport', 'Guangzhou Baiyun International Airport']], [10782.921059285214, ['Anderson Regional Airport', 'Perth International Airport']], [508.9727946983453, ['Anderson Regional Airport', 'Jackson-Medgar Wiley Evers International Airport']], [10976.153068557098, ['Senador PetrÃ´nio Portela Airport', 'Loakan Airport']], [303.9960842965677, ['Senador PetrÃ´nio Portela Airport', 'Pinto Martins International Airport']], [2884.929146007446, ['Senador PetrÃ´nio Portela Airport', 'Anderson Regional Airport']], [5514.766778257263, ['Senador PetrÃ´nio Portela Airport', 'Kos Airport']], [2544.4103015885285, ['Senador PetrÃ´nio Portela Airport', 'Clarence A. Bain Airport']], [0.0, ['Senador PetrÃ´nio Portela Airport', 'Senador PetrÃ´nio Portela Airport']], [1870.0354246027287, ['Senador PetrÃ´nio Portela Airport', 'Antonio Nery Juarbe Pol Airport']], [10472.264179221283, ['Senador PetrÃ´nio Portela Airport', 'Guangzhou Baiyun International Airport']], [10629.316232179828, ['Senador PetrÃ´nio Portela Airport', 'Perth International Airport']], [3263.753196356037, ['Senador PetrÃ´nio Portela Airport', 'Jackson-Medgar Wiley Evers International Airport']], [10745.746412548398, ['Loakan Airport', 'Pinto Martins International Airport']], [10793.156864047394, ['Loakan Airport', 'Anderson Regional Airport']], [6349.272395505944, ['Loakan Airport', 'Kos Airport']], [11159.11086794126, ['Loakan Airport', 'Clarence A. Bain Airport']], [10976.153068557098, ['Loakan Airport', 'Senador PetrÃ´nio Portela Airport']], [11928.648513982982, ['Loakan Airport', 'Antonio Nery Juarbe Pol Airport']], [550.7334967363113, ['Loakan Airport', 'Guangzhou Baiyun International Airport']], [1573.9292843445276, ['Loakan Airport', 'Perth International Airport']], [10316.128445775792, ['Loakan Airport', 'Jackson-Medgar Wiley Evers International Airport']], [3171.6834127037946, ['Pinto Martins International Airport', 'Anderson Regional Airport']], [5237.270941545053, ['Pinto Martins International Airport', 'Kos Airport']], [0.0, ['Pinto Martins International Airport', 'Pinto Martins International Airport']], [2825.904413801137, ['Pinto Martins International Airport', 'Clarence A. Bain Airport']], [303.9960842965677, ['Pinto Martins International Airport', 'Senador PetrÃ´nio Portela Airport']], [2129.6058853872137, ['Pinto Martins International Airport', 'Antonio Nery Juarbe Pol Airport']], [10221.180913366841, ['Pinto Martins International Airport', 'Guangzhou Baiyun International Airport']], [10332.582204884233, ['Pinto Martins International Airport', 'Perth International Airport']], [3560.2961663045594, ['Pinto Martins International Airport', 'Jackson-Medgar Wiley Evers International Airport']], [5237.270941545053, ['Kos Airport', 'Pinto Martins International Airport']], [0.0, ['Kos Airport', 'Kos Airport']], [7257.806757905396, ['Kos Airport', 'Clarence A. Bain Airport']], [5514.766778257263, ['Kos Airport', 'Senador PetrÃ´nio Portela Airport']], [7586.913163431747, ['Kos Airport', 'Anderson Regional Airport']], [6549.785920781737, ['Kos Airport', 'Antonio Nery Juarbe Pol Airport']], [5918.303784210832, ['Kos Airport', 'Guangzhou Baiyun International Airport']], [5144.10898871232, ['Kos Airport', 'Perth International Airport']], [8095.491151873353, ['Kos Airport', 'Jackson-Medgar Wiley Evers International Airport']], [2825.904413801137, ['Clarence A. Bain Airport', 'Pinto Martins International Airport']], [2544.4103015885285, ['Clarence A. Bain Airport', 'Senador PetrÃ´nio Portela Airport']], [366.0308435880946, ['Clarence A. Bain Airport', 'Anderson Regional Airport']], [769.6960563728971, ['Clarence A. Bain Airport', 'Antonio Nery Juarbe Pol Airport']], [11677.702831937102, ['Clarence A. Bain Airport', 'Guangzhou Baiyun International Airport']], [10949.741105291128, ['Clarence A. Bain Airport', 'Perth International Airport']], [856.1057259704369, ['Clarence A. Bain Airport', 'Jackson-Medgar Wiley Evers International Airport']], [1135.564710828889, ['Antonio Nery Juarbe Pol Airport', 'Anderson Regional Airport']], [12301.696427439101, ['Antonio Nery Juarbe Pol Airport', 'Guangzhou Baiyun International Airport']], [11013.961601936946, ['Antonio Nery Juarbe Pol Airport', 'Perth International Airport']], [1616.6744458974645, ['Antonio Nery Juarbe Pol Airport', 'Jackson-Medgar Wiley Evers International Airport']], [1550.8592210254897, ['Guangzhou Baiyun International Airport', 'Perth International Airport']], [11317.331355154805, ['Guangzhou Baiyun International Airport', 'Anderson Regional Airport']], [10821.823259385435, ['Guangzhou Baiyun International Airport', 'Jackson-Medgar Wiley Evers International Airport']], [10782.921059285214, ['Perth International Airport', 'Anderson Regional Airport']], [10640.379029325362, ['Perth International Airport', 'Jackson-Medgar Wiley Evers International Airport']]]"
33,32,tickets/qatarairways/im_big/qatarairTicket.jpeg,big,qatarairTicket.jpeg,tickets/qatarairways,10.5064697265625,200,No,-1,-1,"[[425.7621936794146, ['Decatur Airport', 'Anderson Regional Airport']], [3204.4294663813994, ['Decatur Airport', 'Senador PetrÃ´nio Portela Airport']], [10392.850767749142, ['Decatur Airport', 'Loakan Airport']], [3499.6115428073126, ['Decatur Airport', 'Pinto Martins International Airport']], [8011.999840017399, ['Decatur Airport', 'Kos Airport']], [775.6877340337072, ['Decatur Airport', 'Clarence A. Bain Airport']], [1032.210470082092, ['Decatur Airport', 'El Dorado International Airport']], [1538.8562626440669, ['Decatur Airport', 'Antonio Nery Juarbe Pol Airport']], [10902.020306669761, ['Decatur Airport', 'Guangzhou Baiyun International Airport']], [10665.717550866164, ['Decatur Airport', 'Perth International Airport']], [0.0, ['Decatur Airport', 'Decatur Airport']], [83.57432889109484, ['Decatur Airport', 'Jackson-Medgar Wiley Evers International Airport']], [5.899012088775635e-05, ['Anderson Regional Airport', 'Anderson Regional Airport']], [2884.929146007446, ['Anderson Regional Airport', 'Senador PetrÃ´nio Portela Airport']], [10793.156864047394, ['Anderson Regional Airport', 'Loakan Airport']], [3171.6834127037946, ['Anderson Regional Airport', 'Pinto Martins International Airport']], [7586.913163431747, ['Anderson Regional Airport', 'Kos Airport']], [366.0308435880946, ['Anderson Regional Airport', 'Clarence A. Bain Airport']], [703.0405221442171, ['Anderson Regional Airport', 'El Dorado International Airport']], [1135.564710828889, ['Anderson Regional Airport', 'Antonio Nery Juarbe Pol Airport']], [11317.331355154805, ['Anderson Regional Airport', 'Guangzhou Baiyun International Airport']], [10782.921059285214, ['Anderson Regional Airport', 'Perth International Airport']], [425.7621936794146, ['Anderson Regional Airport', 'Decatur Airport']], [508.9727946983453, ['Anderson Regional Airport', 'Jackson-Medgar Wiley Evers International Airport']], [10976.153068557098, ['Senador PetrÃ´nio Portela Airport', 'Loakan Airport']], [303.9960842965677, ['Senador PetrÃ´nio Portela Airport', 'Pinto Martins International Airport']], [2884.929146007446, ['Senador PetrÃ´nio Portela Airport', 'Anderson Regional Airport']], [5514.766778257263, ['Senador PetrÃ´nio Portela Airport', 'Kos Airport']], [2544.4103015885285, ['Senador PetrÃ´nio Portela Airport', 'Clarence A. Bain Airport']], [0.0, ['Senador PetrÃ´nio Portela Airport', 'Senador PetrÃ´nio Portela Airport']], [2186.229097260811, ['Senador PetrÃ´nio Portela Airport', 'El Dorado International Airport']], [1870.0354246027287, ['Senador PetrÃ´nio Portela Airport', 'Antonio Nery Juarbe Pol Airport']], [10472.264179221283, ['Senador PetrÃ´nio Portela Airport', 'Guangzhou Baiyun International Airport']], [10629.316232179828, ['Senador PetrÃ´nio Portela Airport', 'Perth International Airport']], [3204.4294663813994, ['Senador PetrÃ´nio Portela Airport', 'Decatur Airport']], [3263.753196356037, ['Senador PetrÃ´nio Portela Airport', 'Jackson-Medgar Wiley Evers International Airport']], [10745.746412548398, ['Loakan Airport', 'Pinto Martins International Airport']], [10793.156864047394, ['Loakan Airport', 'Anderson Regional Airport']], [6349.272395505944, ['Loakan Airport', 'Kos Airport']], [11159.11086794126, ['Loakan Airport', 'Clarence A. Bain Airport']], [10976.153068557098, ['Loakan Airport', 'Senador PetrÃ´nio Portela Airport']], [11372.736054644918, ['Loakan Airport', 'El Dorado International Airport']], [11928.648513982982, ['Loakan Airport', 'Antonio Nery Juarbe Pol Airport']], [550.7334967363113, ['Loakan Airport', 'Guangzhou Baiyun International Airport']], [1573.9292843445276, ['Loakan Airport', 'Perth International Airport']], [10392.850767749142, ['Loakan Airport', 'Decatur Airport']], [10316.128445775792, ['Loakan Airport', 'Jackson-Medgar Wiley Evers International Airport']], [3171.6834127037946, ['Pinto Martins International Airport', 'Anderson Regional Airport']], [5237.270941545053, ['Pinto Martins International Airport', 'Kos Airport']], [0.0, ['Pinto Martins International Airport', 'Pinto Martins International Airport']], [2825.904413801137, ['Pinto Martins International Airport', 'Clarence A. Bain Airport']], [303.9960842965677, ['Pinto Martins International Airport', 'Senador PetrÃ´nio Portela Airport']], [2476.542632968983, ['Pinto Martins International Airport', 'El Dorado International Airport']], [2129.6058853872137, ['Pinto Martins International Airport', 'Antonio Nery Juarbe Pol Airport']], [10221.180913366841, ['Pinto Martins International Airport', 'Guangzhou Baiyun International Airport']], [10332.582204884233, ['Pinto Martins International Airport', 'Perth International Airport']], [3499.6115428073126, ['Pinto Martins International Airport', 'Decatur Airport']], [3560.2961663045594, ['Pinto Martins International Airport', 'Jackson-Medgar Wiley Evers International Airport']], [5237.270941545053, ['Kos Airport', 'Pinto Martins International Airport']], [0.0, ['Kos Airport', 'Kos Airport']], [7257.806757905396, ['Kos Airport', 'Clarence A. Bain Airport']], [5514.766778257263, ['Kos Airport', 'Senador PetrÃ´nio Portela Airport']], [7145.512210926187, ['Kos Airport', 'El Dorado International Airport']], [7586.913163431747, ['Kos Airport', 'Anderson Regional Airport']], [6549.785920781737, ['Kos Airport', 'Antonio Nery Juarbe Pol Airport']], [5918.303784210832, ['Kos Airport', 'Guangzhou Baiyun International Airport']], [5144.10898871232, ['Kos Airport', 'Perth International Airport']], [8011.999840017399, ['Kos Airport', 'Decatur Airport']], [8095.491151873353, ['Kos Airport', 'Jackson-Medgar Wiley Evers International Airport']], [2825.904413801137, ['Clarence A. Bain Airport', 'Pinto Martins International Airport']], [2544.4103015885285, ['Clarence A. Bain Airport', 'Senador PetrÃ´nio Portela Airport']], [406.86958560251986, ['Clarence A. Bain Airport', 'El Dorado International Airport']], [366.0308435880946, ['Clarence A. Bain Airport', 'Anderson Regional Airport']], [769.6960563728971, ['Clarence A. Bain Airport', 'Antonio Nery Juarbe Pol Airport']], [11677.702831937102, ['Clarence A. Bain Airport', 'Guangzhou Baiyun International Airport']], [10949.741105291128, ['Clarence A. Bain Airport', 'Perth International Airport']], [775.6877340337072, ['Clarence A. Bain Airport', 'Decatur Airport']], [856.1057259704369, ['Clarence A. Bain Airport', 'Jackson-Medgar Wiley Evers International Airport']], [703.0405221442171, ['El Dorado International Airport', 'Anderson Regional Airport']], [2476.542632968983, ['El Dorado International Airport', 'Pinto Martins International Airport']], [603.2907751525764, ['El Dorado International Airport', 'Antonio Nery Juarbe Pol Airport']], [11770.51560879546, ['El Dorado International Airport', 'Guangzhou Baiyun International Airport']], [11325.04201013773, ['El Dorado International Airport', 'Perth International Airport']], [1032.210470082092, ['El Dorado International Airport', 'Decatur Airport']], [1099.9939776083233, ['El Dorado International Airport', 'Jackson-Medgar Wiley Evers International Airport']], [1135.564710828889, ['Antonio Nery Juarbe Pol Airport', 'Anderson Regional Airport']], [12301.696427439101, ['Antonio Nery Juarbe Pol Airport', 'Guangzhou Baiyun International Airport']], [11013.961601936946, ['Antonio Nery Juarbe Pol Airport', 'Perth International Airport']], [1538.8562626440669, ['Antonio Nery Juarbe Pol Airport', 'Decatur Airport']], [1616.6744458974645, ['Antonio Nery Juarbe Pol Airport', 'Jackson-Medgar Wiley Evers International Airport']], [1550.8592210254897, ['Guangzhou Baiyun International Airport', 'Perth International Airport']], [11317.331355154805, ['Guangzhou Baiyun International Airport', 'Anderson Regional Airport']], [10902.020306669761, ['Guangzhou Baiyun International Airport', 'Decatur Airport']], [10821.823259385435, ['Guangzhou Baiyun International Airport', 'Jackson-Medgar Wiley Evers International Airport']], [10782.921059285214, ['Perth International Airport', 'Anderson Regional Airport']], [10665.717550866164, ['Perth International Airport', 'Decatur Airport']], [10640.379029325362, ['Perth International Airport', 'Jackson-Medgar Wiley Evers International Airport']]]"
34,33,tickets/wizzair/im_small/wizzairTicket6.jpeg,small,wizzairTicket6.jpeg,tickets/wizzair,7.870550870895386,400,No,,,[]
35,34,tickets/wizzair/im_medium/wizzairTicket6.jpeg,medium,wizzairTicket6.jpeg,tickets/wizzair,8.337913274765015,200,No,-1,-1,"[[0.0, ['Budapest Liszt Ferenc International Airport', 'Budapest Liszt Ferenc International Airport']]]"
36,35,tickets/wizzair/im_big/wizzairTicket6.jpeg,big,wizzairTicket6.jpeg,tickets/wizzair,13.823765993118286,200,Yes,-1,-1,"[[329.07401493666737, ['Budapest Liszt Ferenc International Airport', 'Warsaw Chopin Airport']], [0.0, ['Budapest Liszt Ferenc International Airport', 'Budapest Liszt Ferenc International Airport']], [329.07401493666737, ['Warsaw Chopin Airport', 'Budapest Liszt Ferenc International Airport']]]"
37,36,tickets/wizzair/im_small/wizzairTicket4.jpeg,small,wizzairTicket4.jpeg,tickets/wizzair,7.860349893569946,400,No,,,[]
38,37,tickets/wizzair/im_medium/wizzairTicket4.jpeg,medium,wizzairTicket4.jpeg,tickets/wizzair,10.471482038497925,200,No,-1,-1,"[[303.9960842965677, ['Senador PetrÃ´nio Portela Airport', 'Pinto Martins International Airport']], [2884.929146007446, ['Senador PetrÃ´nio Portela Airport', 'Anderson Regional Airport']], [2229.5689327539562, ['Senador PetrÃ´nio Portela Airport', 'Port-de-Paix Airport']], [10976.153068557098, ['Senador PetrÃ´nio Portela Airport', 'Loakan Airport']], [4915.466452459932, ['Senador PetrÃ´nio Portela Airport', 'Cologne Bonn Airport']], [5668.606591925133, ['Senador PetrÃ´nio Portela Airport', 'GdaÅ\x84sk Lech WaÅ\x82Ä\x99sa Airport']], [0.0, ['Senador PetrÃ´nio Portela Airport', 'Senador PetrÃ´nio Portela Airport']], [4678.729781978822, ['Senador PetrÃ´nio Portela Airport', ""Villanova D'Albenga International Airport""]], [1870.0354246027287, ['Senador PetrÃ´nio Portela Airport', 'Antonio Nery Juarbe Pol Airport']], [2381.2506131454047, ['Senador PetrÃ´nio Portela Airport', 'Ouro Sogui Airport']], [3171.6834127037946, ['Pinto Martins International Airport', 'Anderson Regional Airport']], [2504.4687368510954, ['Pinto Martins International Airport', 'Port-de-Paix Airport']], [10745.746412548398, ['Pinto Martins International Airport', 'Loakan Airport']], [4710.742509111962, ['Pinto Martins International Airport', 'Cologne Bonn Airport']], [5444.792877112189, ['Pinto Martins International Airport', 'GdaÅ\x84sk Lech WaÅ\x82Ä\x99sa Airport']], [303.9960842965677, ['Pinto Martins International Airport', 'Senador PetrÃ´nio Portela Airport']], [0.0, ['Pinto Martins International Airport', 'Pinto Martins International Airport']], [4450.701592634707, ['Pinto Martins International Airport', ""Villanova D'Albenga International Airport""]], [2129.6058853872137, ['Pinto Martins International Airport', 'Antonio Nery Juarbe Pol Airport']], [2107.045265874264, ['Pinto Martins International Airport', 'Ouro Sogui Airport']], [708.5624068793269, ['Anderson Regional Airport', 'Port-de-Paix Airport']], [10793.156864047394, ['Anderson Regional Airport', 'Loakan Airport']], [6228.399825113577, ['Anderson Regional Airport', 'Cologne Bonn Airport']], [7019.540862430182, ['Anderson Regional Airport', 'GdaÅ\x84sk Lech WaÅ\x82Ä\x99sa Airport']], [2884.929146007446, ['Anderson Regional Airport', 'Senador PetrÃ´nio Portela Airport']], [3171.6834127037946, ['Anderson Regional Airport', 'Pinto Martins International Airport']], [5.899012088775635e-05, ['Anderson Regional Airport', 'Anderson Regional Airport']], [6283.1266913096815, ['Anderson Regional Airport', ""Villanova D'Albenga International Airport""]], [1135.564710828889, ['Anderson Regional Airport', 'Antonio Nery Juarbe Pol Airport']], [4822.280428796084, ['Anderson Regional Airport', 'Ouro Sogui Airport']], [11501.310099993421, ['Port-de-Paix Airport', 'Loakan Airport']], [5693.597952718343, ['Port-de-Paix Airport', 'Cologne Bonn Airport']], [6503.624349756533, ['Port-de-Paix Airport', 'GdaÅ\x84sk Lech WaÅ\x82Ä\x99sa Airport']], [2229.5689327539562, ['Port-de-Paix Airport', 'Senador PetrÃ´nio Portela Airport']], [2504.4687368510954, ['Port-de-Paix Airport', 'Pinto Martins International Airport']], [708.5624068793269, ['Port-de-Paix Airport', 'Anderson Regional Airport']], [5696.8540196703525, ['Port-de-Paix Airport', ""Villanova D'Albenga International Airport""]], [427.97288618775093, ['Port-de-Paix Airport', 'Antonio Nery Juarbe Pol Airport']], [4116.618363492071, ['Port-de-Paix Airport', 'Ouro Sogui Airport']], [7464.290515730625, ['Loakan Airport', 'Cologne Bonn Airport']], [6647.218198980883, ['Loakan Airport', 'GdaÅ\x84sk Lech WaÅ\x82Ä\x99sa Airport']], [10976.153068557098, ['Loakan Airport', 'Senador PetrÃ´nio Portela Airport']], [10745.746412548398, ['Loakan Airport', 'Pinto Martins International Airport']], [10793.156864047394, ['Loakan Airport', 'Anderson Regional Airport']], [7528.283986014673, ['Loakan Airport', ""Villanova D'Albenga International Airport""]], [11928.648513982982, ['Loakan Airport', 'Antonio Nery Juarbe Pol Airport']], [9254.309679391872, ['Loakan Airport', 'Ouro Sogui Airport']], [817.2401864015344, ['Cologne Bonn Airport', 'GdaÅ\x84sk Lech WaÅ\x82Ä\x99sa Airport']], [4915.466452459932, ['Cologne Bonn Airport', 'Senador PetrÃ´nio Portela Airport']], [4710.742509111962, ['Cologne Bonn Airport', 'Pinto Martins International Airport']], [6228.399825113577, ['Cologne Bonn Airport', 'Anderson Regional Airport']], [471.6395357736615, ['Cologne Bonn Airport', ""Villanova D'Albenga International Airport""]], [5350.553033955608, ['Cologne Bonn Airport', 'Antonio Nery Juarbe Pol Airport']], [2803.0297786050132, ['Cologne Bonn Airport', 'Ouro Sogui Airport']], [5668.606591925133, ['GdaÅ\x84sk Lech WaÅ\x82Ä\x99sa Airport', 'Senador PetrÃ´nio Portela Airport']], [5444.792877112189, ['GdaÅ\x84sk Lech WaÅ\x82Ä\x99sa Airport', 'Pinto Martins International Airport']], [7019.540862430182, ['GdaÅ\x84sk Lech WaÅ\x82Ä\x99sa Airport', 'Anderson Regional Airport']], [995.4264529031068, ['GdaÅ\x84sk Lech WaÅ\x82Ä\x99sa Airport', ""Villanova D'Albenga International Airport""]], [6165.953070957849, ['GdaÅ\x84sk Lech WaÅ\x82Ä\x99sa Airport', 'Antonio Nery Juarbe Pol Airport']], [3435.5087127828956, ['GdaÅ\x84sk Lech WaÅ\x82Ä\x99sa Airport', 'Ouro Sogui Airport']], [5325.422934995506, [""Villanova D'Albenga International Airport"", 'Antonio Nery Juarbe Pol Airport']], [4678.729781978822, [""Villanova D'Albenga International Airport"", 'Senador PetrÃ´nio Portela Airport']], [2451.2630436127342, [""Villanova D'Albenga International Airport"", 'Ouro Sogui Airport']], [6283.1266913096815, [""Villanova D'Albenga International Airport"", 'Anderson Regional Airport']], [1870.0354246027287, ['Antonio Nery Juarbe Pol Airport', 'Senador PetrÃ´nio Portela Airport']], [3688.6668664164977, ['Antonio Nery Juarbe Pol Airport', 'Ouro Sogui Airport']], [1135.564710828889, ['Antonio Nery Juarbe Pol Airport', 'Anderson Regional Airport']], [2381.2506131454047, ['Ouro Sogui Airport', 'Senador PetrÃ´nio Portela Airport']], [4822.280428796084, ['Ouro Sogui Airport', 'Anderson Regional Airport']]]"
