id;file_analyzed;size_category;original_file_name;dir_name;exec_time;result;Correct;trip _start;trip_end;routes
0;tickets/southwestair/im_small/southwestairTicket.jpeg;small;southwestairTicket.jpeg;tickets/southwestair;7.989466190338135;200;Yes;-1;-1;[[1101.011760426371, ['San Antonio International Airport', 'Tampa International Airport']], [1294.7358502897957, ['San Antonio International Airport', 'San Diego International Airport']], [5.899012088775635e-05, ['San Antonio International Airport', 'San Antonio International Airport']], [1434.6515211863355, ['San Antonio International Airport', 'Clarence A. Bain Airport']], [2393.130999158852, ['Tampa International Airport', 'San Diego International Airport']], [1101.011760426371, ['Tampa International Airport', 'San Antonio International Airport']], [0.0, ['Tampa International Airport', 'Tampa International Airport']], [337.68386293624485, ['Tampa International Airport', 'Clarence A. Bain Airport']], [1294.7358502897957, ['San Diego International Airport', 'San Antonio International Airport']], [2393.130999158852, ['San Diego International Airport', 'Tampa International Airport']], [2722.978126844048, ['San Diego International Airport', 'Clarence A. Bain Airport']]]
1;tickets/southwestair/im_medium/southwestairTicket.jpeg;medium;southwestairTicket.jpeg;tickets/southwestair;7.370185136795044;200;Yes;-1;-1;[[1101.011760426371, ['San Antonio International Airport', 'Tampa International Airport']], [1294.7358502897957, ['San Antonio International Airport', 'San Diego International Airport']], [5.899012088775635e-05, ['San Antonio International Airport', 'San Antonio International Airport']], [1434.6515211863355, ['San Antonio International Airport', 'Clarence A. Bain Airport']], [2393.130999158852, ['Tampa International Airport', 'San Diego International Airport']], [1101.011760426371, ['Tampa International Airport', 'San Antonio International Airport']], [0.0, ['Tampa International Airport', 'Tampa International Airport']], [337.68386293624485, ['Tampa International Airport', 'Clarence A. Bain Airport']], [1294.7358502897957, ['San Diego International Airport', 'San Antonio International Airport']], [2393.130999158852, ['San Diego International Airport', 'Tampa International Airport']], [2722.978126844048, ['San Diego International Airport', 'Clarence A. Bain Airport']]]
2;tickets/southwestair/im_big/southwestairTicket.jpeg;big;southwestairTicket.jpeg;tickets/southwestair;8.296340942382812;200;Yes;-1;-1;[[1101.011760426371, ['San Antonio International Airport', 'Tampa International Airport']], [1294.7358502897957, ['San Antonio International Airport', 'San Diego International Airport']], [5.899012088775635e-05, ['San Antonio International Airport', 'San Antonio International Airport']], [1434.6515211863355, ['San Antonio International Airport', 'Clarence A. Bain Airport']], [2393.130999158852, ['Tampa International Airport', 'San Diego International Airport']], [1101.011760426371, ['Tampa International Airport', 'San Antonio International Airport']], [0.0, ['Tampa International Airport', 'Tampa International Airport']], [337.68386293624485, ['Tampa International Airport', 'Clarence A. Bain Airport']], [1294.7358502897957, ['San Diego International Airport', 'San Antonio International Airport']], [2393.130999158852, ['San Diego International Airport', 'Tampa International Airport']], [2722.978126844048, ['San Diego International Airport', 'Clarence A. Bain Airport']]]
3;tickets/cathaypacficair/im_small/cathaypacificair.jpeg;small;cathaypacificair.jpeg;tickets/cathaypacficair;7.471496820449829;200;Yes;Singapore Changi Airport;Hong Kong International Airport;[]
4;tickets/cathaypacficair/im_medium/cathaypacificair.jpeg;medium;cathaypacificair.jpeg;tickets/cathaypacficair;7.372349977493286;200;Yes;Singapore Changi Airport;Hong Kong International Airport;[]
5;tickets/cathaypacficair/im_big/cathaypacificair.jpeg;big;cathaypacificair.jpeg;tickets/cathaypacficair;7.680896997451782;200;Yes;Singapore Changi Airport;Hong Kong International Airport;[]
6;tickets/lufthansaair/im_small/lufthansaairTicket3.jpeg;small;lufthansaairTicket3.jpeg;tickets/lufthansaair;7.368659019470215;400;No;;;[]
7;tickets/lufthansaair/im_medium/lufthansaairTicket3.jpeg;medium;lufthansaairTicket3.jpeg;tickets/lufthansaair;7.475950717926025;200;No;G16;12:20;[]
8;tickets/lufthansaair/im_big/lufthansaairTicket3.jpeg;big;lufthansaairTicket3.jpeg;tickets/lufthansaair;8.327017307281494;200;No;12:20;G16;[]
9;tickets/lufthansaair/im_small/lufthansaairTicket2.jpeg;small;lufthansaairTicket2.jpeg;tickets/lufthansaair;7.033450126647949;400;No;;;[]
