id;file_analyzed;size_category;original_file_name;dir_name;exec_time;result;Correct;trip _start;trip_end;routes
0;tickets/azulair/im_small/azulairTicket.jpeg;small;azulairTicket.jpeg;tickets/azulair;13.257865905761719;400;No;;;[]
1;tickets/azulair/im_medium/azulairTicket.jpeg;medium;azulairTicket.jpeg;tickets/azulair;7.5649049282073975;400;No;;;[]
2;tickets/azulair/im_big/azulairTicket.jpeg;big;azulairTicket.jpeg;tickets/azulair;7.957865238189697;400;No;;;[]
3;tickets/skyexpressair/im_small/skyexpressairTicket.jpeg;small;skyexpressairTicket.jpeg;tickets/skyexpressair;7.8749237060546875;400;No;;;[]
4;tickets/skyexpressair/im_medium/skyexpressairTicket.jpeg;medium;skyexpressairTicket.jpeg;tickets/skyexpressair;8.383587121963501;400;No;;;[]
5;tickets/skyexpressair/im_big/skyexpressairTicket.jpeg;big;skyexpressairTicket.jpeg;tickets/skyexpressair;8.80246376991272;400;No;;;[]
6;tickets/airberlin/im_small/airberlin3.jpeg;small;airberlin3.jpeg;tickets/airberlin;8.597561120986938;200;No;-1;-1;[[2150.3015591181393, ['Thessaloniki Macedonia International Airport', 'Addis Ababa Bole International Airport']], [5126.337801687912, ['Thessaloniki Macedonia International Airport', 'Pinto Martins International Airport']], [5404.055165303842, ['Addis Ababa Bole International Airport', 'Pinto Martins International Airport']], [0.0, ['Pinto Martins International Airport', 'Pinto Martins International Airport']]]
7;tickets/airberlin/im_medium/airberlin3.jpeg;medium;airberlin3.jpeg;tickets/airberlin;8.46266484260559;200;No;-1;-1;[[8074.402685107252, ['Clarence A. Bain Airport', 'Addis Ababa Bole International Airport']], [2825.904413801137, ['Clarence A. Bain Airport', 'Pinto Martins International Airport']], [0.0, ['Clarence A. Bain Airport', 'Clarence A. Bain Airport']], [5404.055165303842, ['Addis Ababa Bole International Airport', 'Pinto Martins International Airport']], [8074.402685107252, ['Addis Ababa Bole International Airport', 'Clarence A. Bain Airport']], [0.0, ['Pinto Martins International Airport', 'Pinto Martins International Airport']], [2825.904413801137, ['Pinto Martins International Airport', 'Clarence A. Bain Airport']]]
8;tickets/airberlin/im_big/airberlin3.jpeg;big;airberlin3.jpeg;tickets/airberlin;8.757501125335693;200;No;-1;-1;[[8074.402685107252, ['Clarence A. Bain Airport', 'Addis Ababa Bole International Airport']], [2825.904413801137, ['Clarence A. Bain Airport', 'Pinto Martins International Airport']], [5404.055165303842, ['Addis Ababa Bole International Airport', 'Pinto Martins International Airport']], [0.0, ['Pinto Martins International Airport', 'Pinto Martins International Airport']]]
9;tickets/airberlin/im_small/airberlin2.jpeg;small;airberlin2.jpeg;tickets/airberlin;7.9333391189575195;200;No;21 julio 2014 13:15;18B;[]
10;tickets/airberlin/im_medium/airberlin2.jpeg;medium;airberlin2.jpeg;tickets/airberlin;7.102129936218262;200;No;21 julio 2014 13:15;18B;[]
11;tickets/airberlin/im_big/airberlin2.jpeg;big;airberlin2.jpeg;tickets/airberlin;7.167792081832886;200;No;21 julio 2014 13:15;18B;[]
12;tickets/airberlin/im_small/airberlin4.jpeg;small;airberlin4.jpeg;tickets/airberlin;8.600013017654419;400;No;;;[]
13;tickets/airberlin/im_medium/airberlin4.jpeg;medium;airberlin4.jpeg;tickets/airberlin;9.425438165664673;400;No;;;[]
14;tickets/airberlin/im_big/airberlin4.jpeg;big;airberlin4.jpeg;tickets/airberlin;9.10749101638794;400;No;;;[]
15;tickets/airberlin/im_small/airberlin1.jpeg;small;airberlin1.jpeg;tickets/airberlin;7.169450998306274;200;No;12:50;Madrid (Barajas) ;[]
16;tickets/airberlin/im_medium/airberlin1.jpeg;medium;airberlin1.jpeg;tickets/airberlin;6.9483959674835205;200;No;12:50;Madrid (Barajas) ;[]
17;tickets/airberlin/im_big/airberlin1.jpeg;big;airberlin1.jpeg;tickets/airberlin;7.2843780517578125;200;No;12:50;Madrid (Barajas) ;[]
18;tickets/blueair/im_small/blueairTicket.jpeg;small;blueairTicket.jpeg;tickets/blueair;8.49821400642395;200;No;16.50;10.03.2014;[]
