id;file_analyzed;size_category;original_file_name;dir_name;exec_time;result;Correct;trip _start;trip_end;routes
0;tickets/garudaindonesiaair/im_small/garudaindonesiTicket.png;small;garudaindonesiTicket.png;tickets/garudaindonesiaair;8.781306028366089;400;No;;;[]
1;tickets/garudaindonesiaair/im_medium/garudaindonesiTicket.png;medium;garudaindonesiTicket.png;tickets/garudaindonesiaair;8.639886856079102;400;No;;;[]
2;tickets/garudaindonesiaair/im_big/garudaindonesiTicket.png;big;garudaindonesiTicket.png;tickets/garudaindonesiaair;7.43630313873291;200;No;CGK Terminal 2 Jakarta Soekarno Hatta Intl;ugeso: ;[]
3;tickets/transavia/im_small/transaviaairTicket.jpeg;small;transaviaairTicket.jpeg;tickets/transavia;8.908586025238037;200;No;-1;-1;[[899.2055017388439, ['Charlottesville Albemarle Airport', 'Antonio Nery Juarbe Pol Airport']], [488.28371016229886, ['Charlottesville Albemarle Airport', 'Concord Municipal Airport']], [2720.5404609438197, ['Charlottesville Albemarle Airport', 'Senador Petr̫nio Portela Airport']], [10751.219037926292, ['Charlottesville Albemarle Airport', 'Perth International Airport']], [4564.770533194624, ['Charlottesville Albemarle Airport', 'Ouro Sogui Airport']], [296.8222126080647, ['Charlottesville Albemarle Airport', 'Anderson Regional Airport']], [688.556051618019, ['Antonio Nery Juarbe Pol Airport', 'Concord Municipal Airport']], [1870.0354246027287, ['Antonio Nery Juarbe Pol Airport', 'Senador Petr̫nio Portela Airport']], [11013.961601936946, ['Antonio Nery Juarbe Pol Airport', 'Perth International Airport']], [3688.6668664164977, ['Antonio Nery Juarbe Pol Airport', 'Ouro Sogui Airport']], [1135.564710828889, ['Antonio Nery Juarbe Pol Airport', 'Anderson Regional Airport']], [2550.524122282475, ['Concord Municipal Airport', 'Senador Petr̫nio Portela Airport']], [10547.114586787051, ['Concord Municipal Airport', 'Perth International Airport']], [4181.599190605243, ['Concord Municipal Airport', 'Ouro Sogui Airport']], [0.0, ['Concord Municipal Airport', 'Concord Municipal Airport']], [783.7337515560218, ['Concord Municipal Airport', 'Anderson Regional Airport']], [10629.316232179828, ['Senador Petr̫nio Portela Airport', 'Perth International Airport']], [2381.2506131454047, ['Senador Petr̫nio Portela Airport', 'Ouro Sogui Airport']], [0.0, ['Senador Petr̫nio Portela Airport', 'Senador Petr̫nio Portela Airport']], [2550.524122282475, ['Senador Petr̫nio Portela Airport', 'Concord Municipal Airport']], [2884.929146007446, ['Senador Petr̫nio Portela Airport', 'Anderson Regional Airport']], [8267.642662845212, ['Perth International Airport', 'Ouro Sogui Airport']], [10629.316232179828, ['Perth International Airport', 'Senador Petr̫nio Portela Airport']], [10547.114586787051, ['Perth International Airport', 'Concord Municipal Airport']], [10782.921059285214, ['Perth International Airport', 'Anderson Regional Airport']], [2381.2506131454047, ['Ouro Sogui Airport', 'Senador Petr̫nio Portela Airport']], [4181.599190605243, ['Ouro Sogui Airport', 'Concord Municipal Airport']], [0.0, ['Ouro Sogui Airport', 'Ouro Sogui Airport']], [4822.280428796084, ['Ouro Sogui Airport', 'Anderson Regional Airport']], [2884.929146007446, ['Anderson Regional Airport', 'Senador Petr̫nio Portela Airport']]]
4;tickets/transavia/im_medium/transaviaairTicket.jpeg;medium;transaviaairTicket.jpeg;tickets/transavia;9.215812683105469;200;Si;-1;-1;[[1743.068810841289, ['Chania International Airport', 'Paris-Orly Airport']], [6338.5172025108595, ['Chania International Airport', 'Antonio Nery Juarbe Pol Airport']], [6127.674046458659, ['Chania International Airport', 'Guangzhou Baiyun International Airport']], [5299.19690207316, ['Chania International Airport', 'Senador Petr̫nio Portela Airport']], [5361.608431894044, ['Chania International Airport', 'Perth International Airport']], [2917.979127737086, ['Chania International Airport', 'Ouro Sogui Airport']], [7383.336371037689, ['Chania International Airport', 'Anderson Regional Airport']], [4997.551531315203, ['Paris-Orly Airport', 'Antonio Nery Juarbe Pol Airport']], [7503.964203965399, ['Paris-Orly Airport', 'Guangzhou Baiyun International Airport']], [4568.732057988599, ['Paris-Orly Airport', 'Senador Petr̫nio Portela Airport']], [6351.626860579278, ['Paris-Orly Airport', 'Perth International Airport']], [2516.773505542835, ['Paris-Orly Airport', 'Ouro Sogui Airport']], [5894.5296343814025, ['Paris-Orly Airport', 'Anderson Regional Airport']], [12301.696427439101, ['Antonio Nery Juarbe Pol Airport', 'Guangzhou Baiyun International Airport']], [1870.0354246027287, ['Antonio Nery Juarbe Pol Airport', 'Senador Petr̫nio Portela Airport']], [11013.961601936946, ['Antonio Nery Juarbe Pol Airport', 'Perth International Airport']], [3688.6668664164977, ['Antonio Nery Juarbe Pol Airport', 'Ouro Sogui Airport']], [0.0, ['Antonio Nery Juarbe Pol Airport', 'Antonio Nery Juarbe Pol Airport']], [1135.564710828889, ['Antonio Nery Juarbe Pol Airport', 'Anderson Regional Airport']], [10472.264179221283, ['Guangzhou Baiyun International Airport', 'Senador Petr̫nio Portela Airport']], [1550.8592210254897, ['Guangzhou Baiyun International Airport', 'Perth International Airport']], [8731.2000124612, ['Guangzhou Baiyun International Airport', 'Ouro Sogui Airport']], [12301.696427439101, ['Guangzhou Baiyun International Airport', 'Antonio Nery Juarbe Pol Airport']], [0.0, ['Guangzhou Baiyun International Airport', 'Guangzhou Baiyun International Airport']], [11317.331355154805, ['Guangzhou Baiyun International Airport', 'Anderson Regional Airport']], [10629.316232179828, ['Senador Petr̫nio Portela Airport', 'Perth International Airport']], [2381.2506131454047, ['Senador Petr̫nio Portela Airport', 'Ouro Sogui Airport']], [1870.0354246027287, ['Senador Petr̫nio Portela Airport', 'Antonio Nery Juarbe Pol Airport']], [0.0, ['Senador Petr̫nio Portela Airport', 'Senador Petr̫nio Portela Airport']], [10472.264179221283, ['Senador Petr̫nio Portela Airport', 'Guangzhou Baiyun International Airport']], [2884.929146007446, ['Senador Petr̫nio Portela Airport', 'Anderson Regional Airport']], [8267.642662845212, ['Perth International Airport', 'Ouro Sogui Airport']], [11013.961601936946, ['Perth International Airport', 'Antonio Nery Juarbe Pol Airport']], [10629.316232179828, ['Perth International Airport', 'Senador Petr̫nio Portela Airport']], [1550.8592210254897, ['Perth International Airport', 'Guangzhou Baiyun International Airport']], [10782.921059285214, ['Perth International Airport', 'Anderson Regional Airport']], [3688.6668664164977, ['Ouro Sogui Airport', 'Antonio Nery Juarbe Pol Airport']], [2381.2506131454047, ['Ouro Sogui Airport', 'Senador Petr̫nio Portela Airport']], [8731.2000124612, ['Ouro Sogui Airport', 'Guangzhou Baiyun International Airport']], [0.0, ['Ouro Sogui Airport', 'Ouro Sogui Airport']], [4822.280428796084, ['Ouro Sogui Airport', 'Anderson Regional Airport']], [2884.929146007446, ['Anderson Regional Airport', 'Senador Petr̫nio Portela Airport']]]
5;tickets/transavia/im_big/transaviaairTicket.jpeg;big;transaviaairTicket.jpeg;tickets/transavia;9.932683944702148;200;Si;-1;-1;[[1743.068810841289, ['Chania International Airport', 'Paris-Orly Airport']], [6338.5172025108595, ['Chania International Airport', 'Antonio Nery Juarbe Pol Airport']], [6127.674046458659, ['Chania International Airport', 'Guangzhou Baiyun International Airport']], [5299.19690207316, ['Chania International Airport', 'Senador Petr̫nio Portela Airport']], [5361.608431894044, ['Chania International Airport', 'Perth International Airport']], [2917.979127737086, ['Chania International Airport', 'Ouro Sogui Airport']], [7383.336371037689, ['Chania International Airport', 'Anderson Regional Airport']], [4997.551531315203, ['Paris-Orly Airport', 'Antonio Nery Juarbe Pol Airport']], [7503.964203965399, ['Paris-Orly Airport', 'Guangzhou Baiyun International Airport']], [4568.732057988599, ['Paris-Orly Airport', 'Senador Petr̫nio Portela Airport']], [6351.626860579278, ['Paris-Orly Airport', 'Perth International Airport']], [2516.773505542835, ['Paris-Orly Airport', 'Ouro Sogui Airport']], [5894.5296343814025, ['Paris-Orly Airport', 'Anderson Regional Airport']], [12301.696427439101, ['Antonio Nery Juarbe Pol Airport', 'Guangzhou Baiyun International Airport']], [1870.0354246027287, ['Antonio Nery Juarbe Pol Airport', 'Senador Petr̫nio Portela Airport']], [11013.961601936946, ['Antonio Nery Juarbe Pol Airport', 'Perth International Airport']], [3688.6668664164977, ['Antonio Nery Juarbe Pol Airport', 'Ouro Sogui Airport']], [0.0, ['Antonio Nery Juarbe Pol Airport', 'Antonio Nery Juarbe Pol Airport']], [1135.564710828889, ['Antonio Nery Juarbe Pol Airport', 'Anderson Regional Airport']], [10472.264179221283, ['Guangzhou Baiyun International Airport', 'Senador Petr̫nio Portela Airport']], [1550.8592210254897, ['Guangzhou Baiyun International Airport', 'Perth International Airport']], [8731.2000124612, ['Guangzhou Baiyun International Airport', 'Ouro Sogui Airport']], [12301.696427439101, ['Guangzhou Baiyun International Airport', 'Antonio Nery Juarbe Pol Airport']], [0.0, ['Guangzhou Baiyun International Airport', 'Guangzhou Baiyun International Airport']], [11317.331355154805, ['Guangzhou Baiyun International Airport', 'Anderson Regional Airport']], [10629.316232179828, ['Senador Petr̫nio Portela Airport', 'Perth International Airport']], [2381.2506131454047, ['Senador Petr̫nio Portela Airport', 'Ouro Sogui Airport']], [1870.0354246027287, ['Senador Petr̫nio Portela Airport', 'Antonio Nery Juarbe Pol Airport']], [0.0, ['Senador Petr̫nio Portela Airport', 'Senador Petr̫nio Portela Airport']], [10472.264179221283, ['Senador Petr̫nio Portela Airport', 'Guangzhou Baiyun International Airport']], [2884.929146007446, ['Senador Petr̫nio Portela Airport', 'Anderson Regional Airport']], [8267.642662845212, ['Perth International Airport', 'Ouro Sogui Airport']], [11013.961601936946, ['Perth International Airport', 'Antonio Nery Juarbe Pol Airport']], [10629.316232179828, ['Perth International Airport', 'Senador Petr̫nio Portela Airport']], [1550.8592210254897, ['Perth International Airport', 'Guangzhou Baiyun International Airport']], [10782.921059285214, ['Perth International Airport', 'Anderson Regional Airport']], [3688.6668664164977, ['Ouro Sogui Airport', 'Antonio Nery Juarbe Pol Airport']], [2381.2506131454047, ['Ouro Sogui Airport', 'Senador Petr̫nio Portela Airport']], [8731.2000124612, ['Ouro Sogui Airport', 'Guangzhou Baiyun International Airport']], [0.0, ['Ouro Sogui Airport', 'Ouro Sogui Airport']], [4822.280428796084, ['Ouro Sogui Airport', 'Anderson Regional Airport']], [2884.929146007446, ['Anderson Regional Airport', 'Senador Petr̫nio Portela Airport']]]
6;tickets/utairairline/im_small/utairTicket.jpeg;small;utairTicket.jpeg;tickets/utairairline;8.972899913787842;200;Maybe;-1;-1;[[5828.11745586666, ['Perth International Airport', 'Reggio Calabria Airport']], [10629.316232179828, ['Perth International Airport', 'Senador Petr̫nio Portela Airport']], [10332.582204884233, ['Perth International Airport', 'Pinto Martins International Airport']], [10782.921059285214, ['Perth International Airport', 'Anderson Regional Airport']], [10949.741105291128, ['Perth International Airport', 'Clarence A. Bain Airport']], [4878.533587367015, ['Reggio Calabria Airport', 'Senador Petr̫nio Portela Airport']], [4619.299379319962, ['Reggio Calabria Airport', 'Pinto Martins International Airport']], [6797.047639472234, ['Reggio Calabria Airport', 'Anderson Regional Airport']], [6472.37297430511, ['Reggio Calabria Airport', 'Clarence A. Bain Airport']], [0.0, ['Senador Petr̫nio Portela Airport', 'Senador Petr̫nio Portela Airport']], [303.9960842965677, ['Senador Petr̫nio Portela Airport', 'Pinto Martins International Airport']], [2884.929146007446, ['Senador Petr̫nio Portela Airport', 'Anderson Regional Airport']], [2544.4103015885285, ['Senador Petr̫nio Portela Airport', 'Clarence A. Bain Airport']], [303.9960842965677, ['Pinto Martins International Airport', 'Senador Petr̫nio Portela Airport']], [3171.6834127037946, ['Pinto Martins International Airport', 'Anderson Regional Airport']], [2825.904413801137, ['Pinto Martins International Airport', 'Clarence A. Bain Airport']], [366.0308435880946, ['Anderson Regional Airport', 'Clarence A. Bain Airport']], [2884.929146007446, ['Anderson Regional Airport', 'Senador Petr̫nio Portela Airport']], [2544.4103015885285, ['Clarence A. Bain Airport', 'Senador Petr̫nio Portela Airport']]]
7;tickets/utairairline/im_medium/utairTicket.jpeg;medium;utairTicket.jpeg;tickets/utairairline;10.17987322807312;200;Maybe;-1;-1;[[5828.11745586666, ['Perth International Airport', 'Reggio Calabria Airport']], [6554.058914796587, ['Perth International Airport', 'Angers-Loire Airport']], [10629.316232179828, ['Perth International Airport', 'Senador Petr̫nio Portela Airport']], [10332.582204884233, ['Perth International Airport', 'Pinto Martins International Airport']], [10782.921059285214, ['Perth International Airport', 'Anderson Regional Airport']], [10949.741105291128, ['Perth International Airport', 'Clarence A. Bain Airport']], [1279.0205378902033, ['Reggio Calabria Airport', 'Angers-Loire Airport']], [4878.533587367015, ['Reggio Calabria Airport', 'Senador Petr̫nio Portela Airport']], [4619.299379319962, ['Reggio Calabria Airport', 'Pinto Martins International Airport']], [6797.047639472234, ['Reggio Calabria Airport', 'Anderson Regional Airport']], [6472.37297430511, ['Reggio Calabria Airport', 'Clarence A. Bain Airport']], [4375.1489026100835, ['Angers-Loire Airport', 'Senador Petr̫nio Portela Airport']], [4181.640058909337, ['Angers-Loire Airport', 'Pinto Martins International Airport']], [5706.218627485594, ['Angers-Loire Airport', 'Anderson Regional Airport']], [5416.188618014284, ['Angers-Loire Airport', 'Clarence A. Bain Airport']], [0.0, ['Senador Petr̫nio Portela Airport', 'Senador Petr̫nio Portela Airport']], [303.9960842965677, ['Senador Petr̫nio Portela Airport', 'Pinto Martins International Airport']], [2884.929146007446, ['Senador Petr̫nio Portela Airport', 'Anderson Regional Airport']], [2544.4103015885285, ['Senador Petr̫nio Portela Airport', 'Clarence A. Bain Airport']], [303.9960842965677, ['Pinto Martins International Airport', 'Senador Petr̫nio Portela Airport']], [3171.6834127037946, ['Pinto Martins International Airport', 'Anderson Regional Airport']], [2825.904413801137, ['Pinto Martins International Airport', 'Clarence A. Bain Airport']], [366.0308435880946, ['Anderson Regional Airport', 'Clarence A. Bain Airport']], [2884.929146007446, ['Anderson Regional Airport', 'Senador Petr̫nio Portela Airport']], [2544.4103015885285, ['Clarence A. Bain Airport', 'Senador Petr̫nio Portela Airport']]]
8;tickets/utairairline/im_big/utairTicket.jpeg;big;utairTicket.jpeg;tickets/utairairline;9.559943914413452;200;Maybe;-1;-1;[[5828.11745586666, ['Perth International Airport', 'Reggio Calabria Airport']], [10629.316232179828, ['Perth International Airport', 'Senador Petr̫nio Portela Airport']], [10332.582204884233, ['Perth International Airport', 'Pinto Martins International Airport']], [10782.921059285214, ['Perth International Airport', 'Anderson Regional Airport']], [10949.741105291128, ['Perth International Airport', 'Clarence A. Bain Airport']], [0.0, ['Perth International Airport', 'Perth International Airport']], [4878.533587367015, ['Reggio Calabria Airport', 'Senador Petr̫nio Portela Airport']], [4619.299379319962, ['Reggio Calabria Airport', 'Pinto Martins International Airport']], [6797.047639472234, ['Reggio Calabria Airport', 'Anderson Regional Airport']], [6472.37297430511, ['Reggio Calabria Airport', 'Clarence A. Bain Airport']], [5828.11745586666, ['Reggio Calabria Airport', 'Perth International Airport']], [0.0, ['Reggio Calabria Airport', 'Reggio Calabria Airport']], [0.0, ['Senador Petr̫nio Portela Airport', 'Senador Petr̫nio Portela Airport']], [303.9960842965677, ['Senador Petr̫nio Portela Airport', 'Pinto Martins International Airport']], [2884.929146007446, ['Senador Petr̫nio Portela Airport', 'Anderson Regional Airport']], [2544.4103015885285, ['Senador Petr̫nio Portela Airport', 'Clarence A. Bain Airport']], [10629.316232179828, ['Senador Petr̫nio Portela Airport', 'Perth International Airport']], [4878.533587367015, ['Senador Petr̫nio Portela Airport', 'Reggio Calabria Airport']], [303.9960842965677, ['Pinto Martins International Airport', 'Senador Petr̫nio Portela Airport']], [3171.6834127037946, ['Pinto Martins International Airport', 'Anderson Regional Airport']], [2825.904413801137, ['Pinto Martins International Airport', 'Clarence A. Bain Airport']], [10332.582204884233, ['Pinto Martins International Airport', 'Perth International Airport']], [4619.299379319962, ['Pinto Martins International Airport', 'Reggio Calabria Airport']], [366.0308435880946, ['Anderson Regional Airport', 'Clarence A. Bain Airport']], [2884.929146007446, ['Anderson Regional Airport', 'Senador Petr̫nio Portela Airport']], [10782.921059285214, ['Anderson Regional Airport', 'Perth International Airport']], [6797.047639472234, ['Anderson Regional Airport', 'Reggio Calabria Airport']], [2544.4103015885285, ['Clarence A. Bain Airport', 'Senador Petr̫nio Portela Airport']], [10949.741105291128, ['Clarence A. Bain Airport', 'Perth International Airport']], [6472.37297430511, ['Clarence A. Bain Airport', 'Reggio Calabria Airport']]]
9;tickets/utairairline/im_small/utairTicket2.jpeg;small;utairTicket2.jpeg;tickets/utairairline;9.10293698310852;200;Maybe;-1;-1;[[10439.082790766293, ['Aberdeen Regional Airport', 'Perth International Airport']], [7876.657376095981, ['Aberdeen Regional Airport', 'Reggio Calabria Airport']], [6778.326337970386, ['Aberdeen Regional Airport', 'Angers-Loire Airport']], [3650.6243718296264, ['Aberdeen Regional Airport', 'Senador Petr̫nio Portela Airport']], [3953.502725883865, ['Aberdeen Regional Airport', 'Pinto Martins International Airport']], [1080.661465660248, ['Aberdeen Regional Airport', 'Anderson Regional Airport']], [1409.0637011765525, ['Aberdeen Regional Airport', 'Clarence A. Bain Airport']], [0.0, ['Aberdeen Regional Airport', 'Aberdeen Regional Airport']], [5828.11745586666, ['Perth International Airport', 'Reggio Calabria Airport']], [6554.058914796587, ['Perth International Airport', 'Angers-Loire Airport']], [10629.316232179828, ['Perth International Airport', 'Senador Petr̫nio Portela Airport']], [10332.582204884233, ['Perth International Airport', 'Pinto Martins International Airport']], [10782.921059285214, ['Perth International Airport', 'Anderson Regional Airport']], [10949.741105291128, ['Perth International Airport', 'Clarence A. Bain Airport']], [10439.082790766293, ['Perth International Airport', 'Aberdeen Regional Airport']], [1279.0205378902033, ['Reggio Calabria Airport', 'Angers-Loire Airport']], [4878.533587367015, ['Reggio Calabria Airport', 'Senador Petr̫nio Portela Airport']], [4619.299379319962, ['Reggio Calabria Airport', 'Pinto Martins International Airport']], [6797.047639472234, ['Reggio Calabria Airport', 'Anderson Regional Airport']], [6472.37297430511, ['Reggio Calabria Airport', 'Clarence A. Bain Airport']], [7876.657376095981, ['Reggio Calabria Airport', 'Aberdeen Regional Airport']], [4375.1489026100835, ['Angers-Loire Airport', 'Senador Petr̫nio Portela Airport']], [4181.640058909337, ['Angers-Loire Airport', 'Pinto Martins International Airport']], [5706.218627485594, ['Angers-Loire Airport', 'Anderson Regional Airport']], [5416.188618014284, ['Angers-Loire Airport', 'Clarence A. Bain Airport']], [6778.326337970386, ['Angers-Loire Airport', 'Aberdeen Regional Airport']], [0.0, ['Senador Petr̫nio Portela Airport', 'Senador Petr̫nio Portela Airport']], [303.9960842965677, ['Senador Petr̫nio Portela Airport', 'Pinto Martins International Airport']], [2884.929146007446, ['Senador Petr̫nio Portela Airport', 'Anderson Regional Airport']], [2544.4103015885285, ['Senador Petr̫nio Portela Airport', 'Clarence A. Bain Airport']], [3650.6243718296264, ['Senador Petr̫nio Portela Airport', 'Aberdeen Regional Airport']], [303.9960842965677, ['Pinto Martins International Airport', 'Senador Petr̫nio Portela Airport']], [3171.6834127037946, ['Pinto Martins International Airport', 'Anderson Regional Airport']], [2825.904413801137, ['Pinto Martins International Airport', 'Clarence A. Bain Airport']], [3953.502725883865, ['Pinto Martins International Airport', 'Aberdeen Regional Airport']], [366.0308435880946, ['Anderson Regional Airport', 'Clarence A. Bain Airport']], [2884.929146007446, ['Anderson Regional Airport', 'Senador Petr̫nio Portela Airport']], [1080.661465660248, ['Anderson Regional Airport', 'Aberdeen Regional Airport']], [2544.4103015885285, ['Clarence A. Bain Airport', 'Senador Petr̫nio Portela Airport']], [1409.0637011765525, ['Clarence A. Bain Airport', 'Aberdeen Regional Airport']]]
